time,com_x,com_y,com_z,zmp_x,zmp_y
0.0,-0.011274504849858022,0.0015516983859311007,0.2804043170286515,-0.011274504849858022,0.0015516983859311007
0.008,-0.011274504849858022,0.0015516983859311007,0.2801688770286515,-0.011274504849858022,0.0015516983859311007
0.014,-0.011274504849858022,0.0015516983859311007,0.2795802770286515,-0.011274504849858022,0.0015516983859311007
0.022000000000000006,-0.011274504849858022,0.0015516983859311007,0.27824611702865143,-0.011274504849858022,0.0015516983859311007
0.02800000000000001,-0.011274504849858022,0.0015516983859311007,0.27683347702865146,-0.011274504849858022,0.0015516983859311007
0.03600000000000002,-0.011274504849858022,0.0015516983859311007,0.2744005970286514,-0.011274504849858022,0.0015516983859311007
0.04200000000000002,-0.011274504849858022,0.0015516983859311007,0.2721639170286514,-0.011274504849858022,0.0015516983859311007
0.05000000000000003,-0.011274504849858022,0.0015516983859311007,0.2686323170286514,-0.011274504849858022,0.0015516983859311007
0.056000000000000036,-0.011274504849858022,0.0015516983859311007,0.2655715970286514,-0.011274504849858022,0.0015516983859311007
0.06400000000000004,-0.011274504849858022,0.0015516983859311007,0.2609412770286515,-0.011274504849858022,0.0015516983859311007
0.07000000000000005,-0.011274504849858022,0.0015516983859311007,0.25705651702865145,-0.011274504849858022,0.0015516983859311007
0.07800000000000006,-0.011274504849858022,0.0015516983859311007,0.2513274770286514,-0.011274504849858022,0.0015516983859311007
0.08400000000000006,-0.011274828773559523,0.0015517127523474168,0.2466227528608753,-0.011274828773559523,0.0015517127523474168
0.09200000000000007,-0.01130198999672603,0.001552276512497349,0.23993131944488263,-0.01130198999672603,0.001552276512497349
0.09800000000000007,-0.011459010839346168,0.0015555978939371193,0.2352034880479686,-0.011459010839346168,0.0015555978939371193
0.10600000000000008,-0.012075920077809547,0.0015705247404069914,0.23110450169810978,-0.02721019256984648,0.0019435556600036793
0.11200000000000009,-0.012675983137176218,0.0015865319814502708,0.2298254927512113,-0.03127083919822864,0.0020757371653566197
0.12000000000000009,-0.013508677593455623,0.00160528097409866,0.22937741572304604,-0.03419555453993221,0.002070732141562132
0.12600000000000008,-0.014162301941697385,0.001623682424126159,0.2296625675487367,-0.03525744358793293,0.002218942100585563
0.1340000000000001,-0.01502880295311671,0.0016730075478076187,0.2305789911340434,-0.03662572218082593,0.0029272927029330154
0.1400000000000001,-0.015650640000115866,0.0017361386591468228,0.2314928755128034,-0.03615488134290489,0.0036911892516365034
0.1480000000000001,-0.016416959168567183,0.0018638790468173475,0.23282342116244015,-0.03576272854211472,0.0050855512894660134
0.1540000000000001,-0.01693269287027622,0.001994569315626238,0.23381136162416918,-0.03430653689309053,0.00615308054264678
0.16200000000000012,-0.017531847087990587,0.002215022893204079,0.23501851168158439,-0.03284478821048317,0.007811344973339527
0.16800000000000012,-0.017913024093921086,0.002413871093537301,0.2357987108729582,-0.03100426044514408,0.008888805962988404
